,case:concept:name,concept:name,org:resource,time:timestamp,start time,seriousness,customer,product,seriousness_2,service_level,service_type,workgroup
4419,Case 958,Take in charge ticket,Value 13,2006-12-05 00:00:00+00:00,48:30.0,Value 1,Value 163,Value 1,Value 1,Value 2,Value 1,Value 1
4436,Case 961,Closed,Value 3,2006-12-05 00:00:00+00:00,29:09.0,Value 1,Value 64,Value 1,Value 1,Value 2,Value 1,Value 1
4458,Case 966,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,44:53.0,Value 1,Value 66,Value 3,Value 2,Value 2,Value 1,Value 1
4437,Case 962,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,42:27.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
4439,Case 962,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,49:01.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
4456,Case 966,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,57:14.0,Value 1,Value 66,Value 3,Value 2,Value 2,Value 1,Value 1
4455,Case 966,Assign seriousness,Value 15,2006-12-05 00:00:00+00:00,30:46.0,Value 1,Value 66,Value 3,Value 2,Value 2,Value 1,Value 1
4454,Case 965,Closed,Value 5,2006-12-05 00:00:00+00:00,54:59.0,Value 1,Value 162,Value 3,Value 2,Value 3,Value 1,Value 2
4453,Case 965,Resolve ticket,Value 12,2006-12-05 00:00:00+00:00,54:21.0,Value 1,Value 162,Value 3,Value 2,Value 3,Value 1,Value 2
4452,Case 965,Take in charge ticket,Value 12,2006-12-05 00:00:00+00:00,01:24.0,Value 1,Value 162,Value 3,Value 2,Value 3,Value 1,Value 2
4451,Case 965,Wait,Value 12,2006-12-05 00:00:00+00:00,57:47.0,Value 1,Value 162,Value 3,Value 2,Value 3,Value 1,Value 2
4450,Case 965,Take in charge ticket,Value 6,2006-12-05 00:00:00+00:00,27:26.0,Value 1,Value 162,Value 3,Value 2,Value 3,Value 1,Value 2
4449,Case 965,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,37:58.0,Value 1,Value 162,Value 3,Value 2,Value 3,Value 1,Value 2
4448,Case 964,Closed,Value 3,2006-12-05 00:00:00+00:00,33:33.0,Value 1,Value 145,Value 6,Value 2,Value 3,Value 1,Value 1
4447,Case 964,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,33:17.0,Value 1,Value 145,Value 6,Value 2,Value 3,Value 1,Value 1
4446,Case 964,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,15:18.0,Value 1,Value 145,Value 6,Value 2,Value 3,Value 1,Value 1
4445,Case 964,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,05:18.0,Value 1,Value 145,Value 6,Value 2,Value 3,Value 1,Value 1
4444,Case 963,Closed,Value 3,2006-12-05 00:00:00+00:00,31:52.0,Value 1,Value 64,Value 1,Value 1,Value 2,Value 1,Value 1
4443,Case 963,Resolve ticket,Value 4,2006-12-05 00:00:00+00:00,31:35.0,Value 1,Value 64,Value 1,Value 1,Value 2,Value 1,Value 1
4442,Case 963,Take in charge ticket,Value 4,2006-12-05 00:00:00+00:00,19:08.0,Value 1,Value 64,Value 1,Value 1,Value 2,Value 1,Value 1
4441,Case 963,Assign seriousness,Value 4,2006-12-05 00:00:00+00:00,51:42.0,Value 1,Value 64,Value 1,Value 1,Value 2,Value 1,Value 1
4440,Case 962,Closed,Value 3,2006-12-05 00:00:00+00:00,49:18.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
4438,Case 962,Take in charge ticket,Value 3,2006-12-05 00:00:00+00:00,48:57.0,Value 1,Value 49,Value 1,Value 1,Value 2,Value 1,Value 1
5333,Case 1150,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,25:54.0,Value 1,Value 9,Value 3,Value 1,Value 2,Value 1,Value 1
2667,Case 579,Assign seriousness,Value 13,2006-12-05 00:00:00+00:00,52:41.0,Value 1,Value 53,Value 4,Value 1,Value 2,Value 1,Value 1
892,Case 194,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,28:03.0,Value 1,Value 18,Value 1,Value 2,Value 2,Value 1,Value 1
891,Case 193,Closed,Value 3,2006-12-05 00:00:00+00:00,31:25.0,Value 1,Value 37,Value 12,Value 1,Value 3,Value 1,Value 1
890,Case 193,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,31:09.0,Value 1,Value 37,Value 12,Value 1,Value 3,Value 1,Value 1
889,Case 193,Wait,Value 9,2006-12-05 00:00:00+00:00,12:11.0,Value 1,Value 37,Value 12,Value 1,Value 3,Value 1,Value 1
888,Case 193,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,06:20.0,Value 1,Value 37,Value 12,Value 1,Value 3,Value 1,Value 1
887,Case 193,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,32:41.0,Value 1,Value 37,Value 12,Value 1,Value 3,Value 1,Value 1
893,Case 194,Take in charge ticket,Value 10,2006-12-05 00:00:00+00:00,28:30.0,Value 1,Value 18,Value 1,Value 2,Value 2,Value 1,Value 1
878,Case 191,Closed,Value 3,2006-12-05 00:00:00+00:00,27:56.0,Value 1,Value 28,Value 1,Value 2,Value 3,Value 1,Value 1
877,Case 191,Resolve ticket,Value 4,2006-12-05 00:00:00+00:00,27:38.0,Value 1,Value 28,Value 1,Value 2,Value 3,Value 1,Value 1
894,Case 194,Resolve ticket,Value 10,2006-12-05 00:00:00+00:00,31:08.0,Value 1,Value 18,Value 1,Value 2,Value 2,Value 1,Value 1
895,Case 194,Closed,Value 5,2006-12-05 00:00:00+00:00,31:31.0,Value 1,Value 18,Value 1,Value 2,Value 2,Value 1,Value 1
913,Case 198,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,46:15.0,Value 1,Value 67,Value 3,Value 2,Value 2,Value 2,Value 4
912,Case 197,Closed,Value 5,2006-12-05 00:00:00+00:00,20:27.0,Value 1,Value 102,Value 3,Value 1,Value 3,Value 1,Value 1
911,Case 197,Resolve ticket,Value 4,2006-12-05 00:00:00+00:00,46:33.0,Value 1,Value 102,Value 3,Value 1,Value 3,Value 1,Value 1
910,Case 197,Resolve ticket,Value 4,2006-12-05 00:00:00+00:00,46:33.0,Value 1,Value 102,Value 3,Value 1,Value 3,Value 1,Value 1
909,Case 197,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,56:22.0,Value 1,Value 102,Value 3,Value 1,Value 3,Value 1,Value 1
908,Case 197,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,18:57.0,Value 1,Value 102,Value 3,Value 1,Value 3,Value 1,Value 1
907,Case 196,Closed,Value 5,2006-12-05 00:00:00+00:00,50:28.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 1
906,Case 196,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,32:09.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 1
905,Case 196,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,31:33.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 1
904,Case 196,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,45:30.0,Value 1,Value 8,Value 3,Value 2,Value 2,Value 2,Value 1
876,Case 191,Take in charge ticket,Value 4,2006-12-05 00:00:00+00:00,17:58.0,Value 1,Value 28,Value 1,Value 2,Value 3,Value 1,Value 1
875,Case 191,Assign seriousness,Value 14,2006-12-05 00:00:00+00:00,03:54.0,Value 1,Value 28,Value 1,Value 2,Value 3,Value 1,Value 1
874,Case 191,Assign seriousness,Value 14,2006-12-05 00:00:00+00:00,03:42.0,Value 1,Value 28,Value 1,Value 2,Value 3,Value 1,Value 1
873,Case 190,Closed,Value 5,2006-12-05 00:00:00+00:00,15:17.0,Value 1,Value 101,Value 3,Value 1,Value 3,Value 3,Value 1
851,Case 185,Closed,Value 5,2006-12-05 00:00:00+00:00,52:30.0,Value 1,Value 54,Value 3,Value 2,Value 2,Value 3,Value 1
850,Case 185,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,52:18.0,Value 1,Value 54,Value 3,Value 2,Value 2,Value 3,Value 1
849,Case 185,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,52:12.0,Value 1,Value 54,Value 3,Value 2,Value 2,Value 3,Value 1
848,Case 185,Wait,Value 2,2006-12-05 00:00:00+00:00,06:51.0,Value 1,Value 54,Value 3,Value 2,Value 2,Value 3,Value 1
847,Case 185,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,06:18.0,Value 1,Value 54,Value 3,Value 2,Value 2,Value 3,Value 1
846,Case 185,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,49:59.0,Value 1,Value 54,Value 3,Value 2,Value 2,Value 3,Value 1
839,Case 183,Closed,Value 5,2006-12-05 00:00:00+00:00,10:30.0,Value 1,Value 98,Value 3,Value 2,Value 3,Value 1,Value 1
838,Case 183,Resolve ticket,Value 15,2006-12-05 00:00:00+00:00,18:09.0,Value 1,Value 98,Value 3,Value 2,Value 3,Value 1,Value 1
837,Case 183,Take in charge ticket,Value 15,2006-12-05 00:00:00+00:00,15:57.0,Value 1,Value 98,Value 3,Value 2,Value 3,Value 1,Value 1
836,Case 183,Assign seriousness,Value 15,2006-12-05 00:00:00+00:00,53:47.0,Value 1,Value 98,Value 3,Value 2,Value 3,Value 1,Value 1
835,Case 183,Insert ticket,Value 15,2006-12-05 00:00:00+00:00,08:49.0,Value 1,Value 98,Value 3,Value 2,Value 3,Value 1,Value 1
914,Case 198,Take in charge ticket,Value 8,2006-12-05 00:00:00+00:00,46:46.0,Value 1,Value 67,Value 3,Value 2,Value 2,Value 2,Value 4
872,Case 190,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,26:19.0,Value 1,Value 101,Value 3,Value 1,Value 3,Value 3,Value 1
871,Case 190,Take in charge ticket,Value 13,2006-12-05 00:00:00+00:00,44:27.0,Value 1,Value 101,Value 3,Value 1,Value 3,Value 3,Value 1
870,Case 190,Assign seriousness,Value 13,2006-12-05 00:00:00+00:00,36:25.0,Value 1,Value 101,Value 3,Value 1,Value 3,Value 3,Value 1
869,Case 189,Closed,Value 5,2006-12-05 00:00:00+00:00,50:26.0,Value 1,Value 100,Value 3,Value 2,Value 2,Value 1,Value 1
868,Case 189,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,27:16.0,Value 1,Value 100,Value 3,Value 2,Value 2,Value 1,Value 1
867,Case 189,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,27:07.0,Value 1,Value 100,Value 3,Value 2,Value 2,Value 1,Value 1
866,Case 189,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,04:15.0,Value 1,Value 100,Value 3,Value 2,Value 2,Value 1,Value 1
865,Case 189,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,49:13.0,Value 1,Value 100,Value 3,Value 2,Value 2,Value 1,Value 1
864,Case 188,Closed,Value 5,2006-12-05 00:00:00+00:00,00:15.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
863,Case 188,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,03:01.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
862,Case 188,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,59:09.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
861,Case 188,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,58:58.0,Value 1,Value 22,Value 1,Value 1,Value 2,Value 1,Value 1
860,Case 187,Closed,Value 5,2006-12-05 00:00:00+00:00,22:27.0,Value 1,Value 65,Value 3,Value 2,Value 2,Value 1,Value 1
859,Case 187,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,29:30.0,Value 1,Value 65,Value 3,Value 2,Value 2,Value 1,Value 1
858,Case 187,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,27:14.0,Value 1,Value 65,Value 3,Value 2,Value 2,Value 1,Value 1
857,Case 187,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,14:08.0,Value 1,Value 65,Value 3,Value 2,Value 2,Value 1,Value 1
834,Case 182,Closed,Value 5,2006-12-05 00:00:00+00:00,40:25.0,Value 1,Value 68,Value 3,Value 1,Value 2,Value 1,Value 1
915,Case 198,Resolve ticket,Value 17,2006-12-05 00:00:00+00:00,43:48.0,Value 1,Value 67,Value 3,Value 2,Value 2,Value 2,Value 4
917,Case 199,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,45:50.0,Value 1,Value 103,Value 2,Value 1,Value 2,Value 1,Value 1
975,Case 212,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,28:38.0,Value 1,Value 113,Value 11,Value 1,Value 2,Value 1,Value 1
974,Case 212,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,39:41.0,Value 1,Value 113,Value 11,Value 1,Value 2,Value 1,Value 1
973,Case 212,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,39:34.0,Value 1,Value 113,Value 11,Value 1,Value 2,Value 1,Value 1
972,Case 211,Closed,Value 5,2006-12-05 00:00:00+00:00,10:31.0,Value 1,Value 13,Value 1,Value 2,Value 3,Value 1,Value 1
971,Case 211,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,56:13.0,Value 1,Value 13,Value 1,Value 2,Value 3,Value 1,Value 1
970,Case 211,Assign seriousness,Value 13,2006-12-05 00:00:00+00:00,02:57.0,Value 1,Value 13,Value 1,Value 2,Value 3,Value 1,Value 1
969,Case 210,Closed,Value 3,2006-12-05 00:00:00+00:00,30:02.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
976,Case 212,Closed,Value 5,2006-12-05 00:00:00+00:00,40:32.0,Value 1,Value 113,Value 11,Value 1,Value 2,Value 1,Value 1
968,Case 210,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,29:45.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
966,Case 210,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,30:28.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
965,Case 210,Assign seriousness,Value 14,2006-12-05 00:00:00+00:00,42:37.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
964,Case 209,Closed,Value 5,2006-12-05 00:00:00+00:00,40:45.0,Value 1,Value 5,Value 1,Value 2,Value 3,Value 1,Value 1
963,Case 209,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,41:58.0,Value 1,Value 5,Value 1,Value 2,Value 3,Value 1,Value 1
962,Case 209,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,40:06.0,Value 1,Value 5,Value 1,Value 2,Value 3,Value 1,Value 1
961,Case 209,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,39:43.0,Value 1,Value 5,Value 1,Value 2,Value 3,Value 1,Value 1
960,Case 208,Closed,Value 5,2006-12-05 00:00:00+00:00,00:28.0,Value 1,Value 53,Value 3,Value 1,Value 2,Value 1,Value 1
967,Case 210,Wait,Value 9,2006-12-05 00:00:00+00:00,25:14.0,Value 1,Value 112,Value 1,Value 1,Value 2,Value 1,Value 1
996,Case 217,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,20:32.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
995,Case 217,Take in charge ticket,Value 8,2006-12-05 00:00:00+00:00,35:05.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
994,Case 217,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,34:36.0,Value 1,Value 5,Value 1,Value 1,Value 3,Value 1,Value 1
993,Case 216,Closed,Value 5,2006-12-05 00:00:00+00:00,21:00.0,Value 1,Value 62,Value 3,Value 1,Value 1,Value 1,Value 3
992,Case 216,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,14:41.0,Value 1,Value 62,Value 3,Value 1,Value 1,Value 1,Value 3
991,Case 216,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,14:37.0,Value 1,Value 62,Value 3,Value 1,Value 1,Value 1,Value 3
990,Case 216,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,14:29.0,Value 1,Value 62,Value 3,Value 1,Value 1,Value 1,Value 3
989,Case 216,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,14:07.0,Value 1,Value 62,Value 3,Value 1,Value 1,Value 1,Value 3
988,Case 215,Closed,Value 5,2006-12-05 00:00:00+00:00,30:44.0,Value 1,Value 40,Value 3,Value 2,Value 3,Value 1,Value 1
987,Case 215,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,30:18.0,Value 1,Value 40,Value 3,Value 2,Value 3,Value 1,Value 1
986,Case 215,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,30:12.0,Value 1,Value 40,Value 3,Value 2,Value 3,Value 1,Value 1
985,Case 215,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,13:46.0,Value 1,Value 40,Value 3,Value 2,Value 3,Value 1,Value 1
984,Case 214,Closed,Value 5,2006-12-05 00:00:00+00:00,20:46.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
983,Case 214,Resolve ticket,Value 8,2006-12-05 00:00:00+00:00,24:33.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
982,Case 214,Take in charge ticket,Value 8,2006-12-05 00:00:00+00:00,57:35.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
981,Case 214,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,57:02.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
980,Case 214,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,16:35.0,Value 1,Value 11,Value 3,Value 1,Value 2,Value 1,Value 1
959,Case 208,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,05:33.0,Value 1,Value 53,Value 3,Value 1,Value 2,Value 1,Value 1
958,Case 208,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,58:07.0,Value 1,Value 53,Value 3,Value 1,Value 2,Value 1,Value 1
957,Case 208,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,50:55.0,Value 1,Value 53,Value 3,Value 1,Value 2,Value 1,Value 1
956,Case 207,Closed,Value 5,2006-12-05 00:00:00+00:00,42:22.0,Value 1,Value 111,Value 1,Value 1,Value 2,Value 1,Value 1
934,Case 203,Take in charge ticket,Value 15,2006-12-05 00:00:00+00:00,22:40.0,Value 1,Value 107,Value 3,Value 1,Value 2,Value 1,Value 1
933,Case 203,Assign seriousness,Value 15,2006-12-05 00:00:00+00:00,18:02.0,Value 1,Value 107,Value 3,Value 1,Value 2,Value 1,Value 1
932,Case 202,Closed,Value 3,2006-12-05 00:00:00+00:00,40:19.0,Value 1,Value 106,Value 1,Value 4,Value 1,Value 1,Value 1
931,Case 202,Resolve ticket,Value 14,2006-12-05 00:00:00+00:00,39:59.0,Value 1,Value 106,Value 1,Value 4,Value 1,Value 1,Value 1
930,Case 202,Wait,Value 14,2006-12-05 00:00:00+00:00,15:44.0,Value 1,Value 106,Value 1,Value 4,Value 1,Value 1,Value 1
929,Case 202,Take in charge ticket,Value 14,2006-12-05 00:00:00+00:00,55:31.0,Value 1,Value 106,Value 1,Value 4,Value 1,Value 1,Value 1
928,Case 202,Assign seriousness,Value 14,2006-12-05 00:00:00+00:00,31:08.0,Value 1,Value 106,Value 1,Value 4,Value 1,Value 1,Value 1
927,Case 201,Closed,Value 5,2006-12-05 00:00:00+00:00,10:16.0,Value 1,Value 105,Value 3,Value 1,Value 2,Value 1,Value 1
926,Case 201,Resolve ticket,Value 13,2006-12-05 00:00:00+00:00,31:48.0,Value 1,Value 105,Value 3,Value 1,Value 2,Value 1,Value 1
925,Case 201,Take in charge ticket,Value 13,2006-12-05 00:00:00+00:00,14:28.0,Value 1,Value 105,Value 3,Value 1,Value 2,Value 1,Value 1
924,Case 201,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,06:31.0,Value 1,Value 105,Value 3,Value 1,Value 2,Value 1,Value 1
923,Case 200,Closed,Value 5,2006-12-05 00:00:00+00:00,00:40.0,Value 1,Value 104,Value 1,Value 1,Value 3,Value 1,Value 1
922,Case 200,Resolve ticket,Value 4,2006-12-05 00:00:00+00:00,40:01.0,Value 1,Value 104,Value 1,Value 1,Value 3,Value 1,Value 1
921,Case 200,Take in charge ticket,Value 4,2006-12-05 00:00:00+00:00,07:02.0,Value 1,Value 104,Value 1,Value 1,Value 3,Value 1,Value 1
920,Case 200,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,59:24.0,Value 1,Value 104,Value 1,Value 1,Value 3,Value 1,Value 1
919,Case 199,Closed,Value 5,2006-12-05 00:00:00+00:00,50:26.0,Value 1,Value 103,Value 2,Value 1,Value 2,Value 1,Value 1
918,Case 199,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,27:28.0,Value 1,Value 103,Value 2,Value 1,Value 2,Value 1,Value 1
935,Case 203,Resolve ticket,Value 15,2006-12-05 00:00:00+00:00,04:16.0,Value 1,Value 107,Value 3,Value 1,Value 2,Value 1,Value 1
916,Case 198,Closed,Value 5,2006-12-05 00:00:00+00:00,13:10.0,Value 1,Value 67,Value 3,Value 2,Value 2,Value 2,Value 4
936,Case 203,Closed,Value 5,2006-12-05 00:00:00+00:00,20:16.0,Value 1,Value 107,Value 3,Value 1,Value 2,Value 1,Value 1
938,Case 204,Take in charge ticket,Value 1,2006-12-05 00:00:00+00:00,30:50.0,Value 1,Value 108,Value 2,Value 2,Value 2,Value 1,Value 1
955,Case 207,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,42:06.0,Value 1,Value 111,Value 1,Value 1,Value 2,Value 1,Value 1
954,Case 207,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,54:10.0,Value 1,Value 111,Value 1,Value 1,Value 2,Value 1,Value 1
953,Case 207,Assign seriousness,Value 2,2006-12-05 00:00:00+00:00,40:37.0,Value 1,Value 111,Value 1,Value 1,Value 2,Value 1,Value 1
952,Case 206,Closed,Value 5,2006-12-05 00:00:00+00:00,48:53.0,Value 1,Value 110,Value 1,Value 2,Value 2,Value 1,Value 1
951,Case 206,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,48:28.0,Value 1,Value 110,Value 1,Value 2,Value 2,Value 1,Value 1
950,Case 206,Take in charge ticket,Value 9,2006-12-05 00:00:00+00:00,48:16.0,Value 1,Value 110,Value 1,Value 2,Value 2,Value 1,Value 1
949,Case 206,Wait,Value 9,2006-12-05 00:00:00+00:00,32:51.0,Value 1,Value 110,Value 1,Value 2,Value 2,Value 1,Value 1
948,Case 206,Take in charge ticket,Value 8,2006-12-05 00:00:00+00:00,29:32.0,Value 1,Value 110,Value 1,Value 2,Value 2,Value 1,Value 1
947,Case 206,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,26:28.0,Value 1,Value 110,Value 1,Value 2,Value 2,Value 1,Value 1
946,Case 205,Closed,Value 5,2006-12-05 00:00:00+00:00,20:31.0,Value 1,Value 109,Value 3,Value 2,Value 2,Value 1,Value 1
945,Case 205,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,31:29.0,Value 1,Value 109,Value 3,Value 2,Value 2,Value 1,Value 1
944,Case 205,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,36:16.0,Value 1,Value 109,Value 3,Value 2,Value 2,Value 1,Value 1
943,Case 205,Wait,Value 7,2006-12-05 00:00:00+00:00,24:30.0,Value 1,Value 109,Value 3,Value 2,Value 2,Value 1,Value 1
942,Case 205,Take in charge ticket,Value 7,2006-12-05 00:00:00+00:00,19:43.0,Value 1,Value 109,Value 3,Value 2,Value 2,Value 1,Value 1
941,Case 205,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,10:52.0,Value 1,Value 109,Value 3,Value 2,Value 2,Value 1,Value 1
940,Case 204,Closed,Value 5,2006-12-05 00:00:00+00:00,40:32.0,Value 1,Value 108,Value 2,Value 2,Value 2,Value 1,Value 1
939,Case 204,Resolve ticket,Value 1,2006-12-05 00:00:00+00:00,41:11.0,Value 1,Value 108,Value 2,Value 2,Value 2,Value 1,Value 1
937,Case 204,Assign seriousness,Value 1,2006-12-05 00:00:00+00:00,30:39.0,Value 1,Value 108,Value 2,Value 2,Value 2,Value 1,Value 1
833,Case 182,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,59:57.0,Value 1,Value 68,Value 3,Value 1,Value 2,Value 1,Value 1
832,Case 182,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,55:17.0,Value 1,Value 68,Value 3,Value 1,Value 2,Value 1,Value 1
831,Case 182,Assign seriousness,Value 6,2006-12-05 00:00:00+00:00,31:32.0,Value 1,Value 68,Value 3,Value 1,Value 2,Value 1,Value 1
725,Case 156,Closed,Value 3,2006-12-05 00:00:00+00:00,08:33.0,Value 1,Value 36,Value 6,Value 1,Value 2,Value 1,Value 1
724,Case 156,Resolve ticket,Value 2,2006-12-05 00:00:00+00:00,08:15.0,Value 1,Value 36,Value 6,Value 1,Value 2,Value 1,Value 1
723,Case 156,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,56:35.0,Value 1,Value 36,Value 6,Value 1,Value 2,Value 1,Value 1
722,Case 156,Assign seriousness,Value 14,2006-12-05 00:00:00+00:00,19:09.0,Value 1,Value 36,Value 6,Value 1,Value 2,Value 1,Value 1
721,Case 155,Closed,Value 5,2006-12-05 00:00:00+00:00,15:44.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
720,Case 155,Resolve ticket,Value 14,2006-12-05 00:00:00+00:00,15:29.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
719,Case 155,Take in charge ticket,Value 14,2006-12-05 00:00:00+00:00,15:13.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
726,Case 157,Assign seriousness,Value 8,2006-12-05 00:00:00+00:00,13:23.0,Value 1,Value 91,Value 1,Value 1,Value 2,Value 1,Value 1
718,Case 155,Wait,Value 14,2006-12-05 00:00:00+00:00,26:07.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
716,Case 155,Assign seriousness,Value 9,2006-12-05 00:00:00+00:00,19:51.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
715,Case 154,Closed,Value 3,2006-12-05 00:00:00+00:00,08:09.0,Value 1,Value 90,Value 1,Value 1,Value 2,Value 1,Value 1
714,Case 154,Resolve ticket,Value 4,2006-12-05 00:00:00+00:00,07:48.0,Value 1,Value 90,Value 1,Value 1,Value 2,Value 1,Value 1
713,Case 154,Wait,Value 4,2006-12-05 00:00:00+00:00,56:04.0,Value 1,Value 90,Value 1,Value 1,Value 2,Value 1,Value 1
712,Case 154,Take in charge ticket,Value 4,2006-12-05 00:00:00+00:00,23:39.0,Value 1,Value 90,Value 1,Value 1,Value 2,Value 1,Value 1
711,Case 154,Assign seriousness,Value 4,2006-12-05 00:00:00+00:00,41:57.0,Value 1,Value 90,Value 1,Value 1,Value 2,Value 1,Value 1
710,Case 153,Closed,Value 5,2006-12-05 00:00:00+00:00,40:13.0,Value 1,Value 89,Value 1,Value 4,Value 3,Value 1,Value 1
717,Case 155,Take in charge ticket,Value 14,2006-12-05 00:00:00+00:00,45:21.0,Value 1,Value 22,Value 3,Value 1,Value 2,Value 1,Value 1
727,Case 157,Take in charge ticket,Value 2,2006-12-05 00:00:00+00:00,42:09.0,Value 1,Value 91,Value 1,Value 1,Value 2,Value 1,Value 1
728,Case 157,Resolve ticket,Value 9,2006-12-05 00:00:00+00:00,19:01.0,Value 1,Value 91,Value 1,Value 1,Value 2,Value 1,Value 1
